index,filename,gt_label,pred_label,correct,image_score,threshold,pixel_auroc,iou,dice
21,Fotos 09-12-2020_DJI_0030_suspensao_para_raio_147.jpg,normal,NORMAL,True,1127.3721923828125,1910.3995361328125,,,
22,Fotos 09-12-2020_DJI_0115_suspensao_para_raio_144.jpg,normal,NORMAL,True,935.51416015625,1910.3995361328125,,,
23,Fotos 09-12-2020_DJI_0155_suspensao_para_raio_142.jpg,normal,NORMAL,True,941.34814453125,1910.3995361328125,,,
24,Fotos 09-12-2020_DJI_0193_suspensao_para_raio_140.jpg,normal,NORMAL,True,946.448486328125,1910.3995361328125,,,
25,Fotos 09-12-2020_DJI_0298_suspensao_para_raio_131.jpg,normal,NORMAL,True,1742.756103515625,1910.3995361328125,,,
26,Fotos 09-12-2020_DJI_0337_suspensao_para_raio_129.jpg,normal,NORMAL,True,1059.2205810546875,1910.3995361328125,,,
27,Fotos 10-12-2020_DJI_0285_suspensao_para_raio_149.jpg,normal,NORMAL,True,1177.5400390625,1910.3995361328125,,,
28,Fotos 11-12-2020_DJI_0067_suspensao_para_raio_184.jpg,normal,NORMAL,True,1180.5450439453125,1910.3995361328125,,,
29,Fotos 11-12-2020_DJI_0105_suspensao_para_raio_182.jpg,normal,NORMAL,True,930.3419189453125,1910.3995361328125,,,
30,Fotos 11-12-2020_DJI_0144_suspensao_para_raio_180.jpg,normal,NORMAL,True,1145.137451171875,1910.3995361328125,,,
31,Fotos 11-12-2020_DJI_0223_suspensao_para_raio_176.jpg,normal,NORMAL,True,1018.3421020507812,1910.3995361328125,,,
32,Fotos 14-12-2020_DJI_0003_suspensao_para_raio_205.jpg,normal,NORMAL,True,1277.952880859375,1910.3995361328125,,,
33,Fotos 14-12-2020_DJI_0652_suspensao_para_raio_189.jpg,normal,NORMAL,True,1245.328125,1910.3995361328125,,,
34,Fotos 16-11-2020_DJI_0133_suspensao_para_raio_230.jpg,normal,NORMAL,True,1559.593505859375,1910.3995361328125,,,
35,Fotos 16-11-2020_DJI_0134_suspensao_para_raio_231.jpg,normal,NORMAL,True,1568.62890625,1910.3995361328125,,,
36,Fotos 16-11-2020_DJI_0180_suspensao_para_raio_221.jpg,normal,NORMAL,True,1319.8997802734375,1910.3995361328125,,,
37,Fotos 16-11-2020_DJI_0203_suspensao_para_raio_217.jpg,normal,NORMAL,True,1163.784912109375,1910.3995361328125,,,
38,Fotos 16-12-2020_DJI_0088_suspensao_para_raio_249.jpg,normal,NORMAL,True,1396.53466796875,1910.3995361328125,,,
39,Fotos 16-12-2020_DJI_0164_suspensao_para_raio_247.jpg,normal,NORMAL,True,1288.789306640625,1910.3995361328125,,,
40,Fotos 16-12-2020_DJI_0453_suspensao_para_raio_239.jpg,normal,NORMAL,True,1057.403076171875,1910.3995361328125,,,
41,Fotos 17-11-2020_DJI_0020_suspensao_para_raio_299.jpg,normal,NORMAL,True,1097.178955078125,1910.3995361328125,,,
42,Fotos 17-11-2020_DJI_0055_suspensao_para_raio_294.jpg,normal,NORMAL,True,1377.2423095703125,1910.3995361328125,,,
43,Fotos 17-11-2020_DJI_0084_suspensao_para_raio_287.jpg,normal,NORMAL,True,1384.525634765625,1910.3995361328125,,,
44,Fotos 17-11-2020_DJI_0085_suspensao_para_raio_288.jpg,normal,NORMAL,True,1460.71826171875,1910.3995361328125,,,
45,Fotos 17-11-2020_DJI_0091_suspensao_para_raio_291.jpg,normal,NORMAL,True,966.2833251953125,1910.3995361328125,,,
46,Fotos 17-11-2020_DJI_0112_suspensao_para_raio_283.jpg,normal,NORMAL,True,1338.7716064453125,1910.3995361328125,,,
47,Fotos 17-11-2020_DJI_0207_suspensao_para_raio_279.jpg,normal,NORMAL,True,1131.9248046875,1910.3995361328125,,,
48,Fotos 17-11-2020_DJI_0232_suspensao_para_raio_269.jpg,normal,NORMAL,True,1175.962646484375,1910.3995361328125,,,
49,Fotos 17-11-2020_DJI_0238_suspensao_para_raio_273.jpg,normal,NORMAL,True,1261.70654296875,1910.3995361328125,,,
50,Fotos 17-11-2020_DJI_0239_suspensao_para_raio_274.jpg,normal,NORMAL,True,1243.9241943359375,1910.3995361328125,,,
51,Fotos 17-11-2020_DJI_0265_suspensao_para_raio_265.jpg,normal,NORMAL,True,1181.341064453125,1910.3995361328125,,,
52,Fotos 18-11-2020_DJI_0058_suspensao_para_raio_383.jpg,normal,NORMAL,True,1222.8162841796875,1910.3995361328125,,,
53,Fotos 18-11-2020_DJI_0078_suspensao_para_raio_374.jpg,normal,NORMAL,True,1348.1087646484375,1910.3995361328125,,,
54,Fotos 18-11-2020_DJI_0086_suspensao_para_raio_381.jpg,normal,NORMAL,True,1445.04736328125,1910.3995361328125,,,
55,Fotos 18-11-2020_DJI_0105_suspensao_para_raio_361.jpg,normal,NORMAL,True,1172.263916015625,1910.3995361328125,,,
56,Fotos 18-11-2020_DJI_0168_suspensao_para_raio_345.jpg,normal,NORMAL,True,1073.518310546875,1910.3995361328125,,,
57,Fotos 18-11-2020_DJI_0170_suspensao_para_raio_347.jpg,normal,NORMAL,True,1446.23583984375,1910.3995361328125,,,
58,Fotos 18-11-2020_DJI_0171_suspensao_para_raio_348.jpg,normal,NORMAL,True,1322.732666015625,1910.3995361328125,,,
59,Fotos 18-11-2020_DJI_0201_suspensao_para_raio_338.jpg,normal,NORMAL,True,1136.400146484375,1910.3995361328125,,,
60,Fotos 18-11-2020_DJI_0224_suspensao_para_raio_326.jpg,normal,NORMAL,True,976.345947265625,1910.3995361328125,,,
61,Fotos 18-11-2020_DJI_0226_suspensao_para_raio_328.jpg,normal,NORMAL,True,1060.24072265625,1910.3995361328125,,,
62,Fotos 18-11-2020_DJI_0229_suspensao_para_raio_331.jpg,normal,NORMAL,True,1138.673095703125,1910.3995361328125,,,
63,Fotos 18-11-2020_DJI_0253_suspensao_para_raio_323.jpg,normal,NORMAL,True,1141.371826171875,1910.3995361328125,,,
64,Fotos 19-11-2020_DJI_0049_suspensao_para_raio_429.jpg,normal,NORMAL,True,1249.0634765625,1910.3995361328125,,,
65,Fotos 19-11-2020_DJI_0132_suspensao_para_raio_409.jpg,normal,NORMAL,True,1226.930908203125,1910.3995361328125,,,
66,Fotos 19-11-2020_DJI_0143_suspensao_para_raio_400.jpg,normal,NORMAL,True,1767.4326171875,1910.3995361328125,,,
67,Fotos 19-11-2020_DJI_0158_suspensao_para_raio_403.jpg,normal,NORMAL,True,1580.553466796875,1910.3995361328125,,,
68,Fotos 19-11-2020_DJI_0160_suspensao_para_raio_404.jpg,normal,NORMAL,True,1213.3072509765625,1910.3995361328125,,,
69,Fotos 19-11-2020_DJI_0182_suspensao_para_raio_398.jpg,normal,NORMAL,True,1186.256591796875,1910.3995361328125,,,
70,Fotos 20-10-2020_DJI_0027_suspensao_para_raio_439.jpg,normal,NORMAL,True,1713.389892578125,1910.3995361328125,,,
71,Fotos 20-10-2020_DJI_0113_suspensao_para_raio_447.jpg,normal,NORMAL,True,1394.2855224609375,1910.3995361328125,,,
72,Fotos 20-10-2020_DJI_0114_suspensao_para_raio_448.jpg,normal,NORMAL,True,1613.84716796875,1910.3995361328125,,,
73,Fotos 20-10-2020_DJI_0117_suspensao_para_raio_451.jpg,normal,NORMAL,True,1039.733642578125,1910.3995361328125,,,
74,Fotos 20-10-2020_DJI_0118_suspensao_para_raio_452.jpg,normal,NORMAL,True,1377.25537109375,1910.3995361328125,,,
75,Fotos 20-10-2020_DJI_0166_suspensao_para_raio_461.jpg,normal,NORMAL,True,1005.8594970703125,1910.3995361328125,,,
76,Fotos 20-10-2020_DJI_0220_suspensao_para_raio_472.jpg,normal,NORMAL,True,924.04443359375,1910.3995361328125,,,
77,Fotos 20-10-2020_DJI_0225_suspensao_para_raio_477.jpg,normal,NORMAL,True,1258.602783203125,1910.3995361328125,,,
78,Fotos 20-10-2020_DJI_0249_suspensao_para_raio_481.jpg,normal,NORMAL,True,1828.503173828125,1910.3995361328125,,,
79,Fotos 20-10-2020_DJI_0252_suspensao_para_raio_484.jpg,normal,NORMAL,True,1622.180419921875,1910.3995361328125,,,
80,Fotos 20-11-2020_DJI_0064_suspensao_para_raio_533.jpg,normal,NORMAL,True,1331.1280517578125,1910.3995361328125,,,
81,Fotos 20-11-2020_DJI_0072_suspensao_para_raio_523.jpg,normal,NORMAL,True,1336.7208251953125,1910.3995361328125,,,
82,Fotos 20-11-2020_DJI_0074_suspensao_para_raio_525.jpg,normal,NORMAL,True,1074.131591796875,1910.3995361328125,,,
83,Fotos 20-11-2020_DJI_0091_suspensao_para_raio_529.jpg,normal,NORMAL,True,1520.75634765625,1910.3995361328125,,,
84,Fotos 20-11-2020_DJI_0124_suspensao_para_raio_520.jpg,normal,NORMAL,True,1892.749267578125,1910.3995361328125,,,
85,Fotos 20-11-2020_DJI_0126_suspensao_para_raio_522.jpg,normal,NORMAL,True,1400.7783203125,1910.3995361328125,,,
86,Fotos 20-11-2020_DJI_0145_suspensao_para_raio_514.jpg,normal,NORMAL,True,983.268798828125,1910.3995361328125,,,
87,Fotos 20-11-2020_DJI_0187_suspensao_para_raio_511.jpg,normal,NORMAL,True,1081.8565673828125,1910.3995361328125,,,
88,Fotos 20-11-2020_DJI_0231_suspensao_para_raio_501.jpg,normal,NORMAL,True,987.88720703125,1910.3995361328125,,,
89,Fotos 20-11-2020_DJI_0233_suspensao_para_raio_503.jpg,normal,NORMAL,True,937.1061401367188,1910.3995361328125,,,
90,Fotos 20-11-2020_DJI_0244_suspensao_para_raio_492.jpg,normal,NORMAL,True,1449.822021484375,1910.3995361328125,,,
91,Fotos 20-11-2020_DJI_0254_suspensao_para_raio_496.jpg,normal,NORMAL,True,1108.789306640625,1910.3995361328125,,,
92,Fotos 20-11-2020_DJI_0283_suspensao_para_raio_488.jpg,normal,NORMAL,True,1105.672607421875,1910.3995361328125,,,
93,Fotos 20-11-2020_DJI_0302_suspensao_para_raio_491.jpg,normal,NORMAL,True,1049.815185546875,1910.3995361328125,,,
94,Fotos 21-10-2020_DJI_0398_suspensao_para_raio_547.jpg,normal,ANOMALY,False,2104.25390625,1910.3995361328125,,,
95,Fotos 22-10-2020_DJI_0887_suspensao_para_raio_554.jpg,normal,NORMAL,True,1139.4583740234375,1910.3995361328125,,,
96,Fotos 24-11-2020_DJI_0004_suspensao_para_raio_630.jpg,normal,NORMAL,True,1565.65185546875,1910.3995361328125,,,
97,Fotos 24-11-2020_DJI_0290_suspensao_para_raio_624.jpg,normal,NORMAL,True,1656.285888671875,1910.3995361328125,,,
98,Fotos 24-11-2020_DJI_0355_suspensao_para_raio_619.jpg,normal,NORMAL,True,1553.822509765625,1910.3995361328125,,,
99,Fotos 24-11-2020_DJI_0356_suspensao_para_raio_620.jpg,normal,NORMAL,True,1607.7347412109375,1910.3995361328125,,,
100,Fotos 24-11-2020_DJI_0562_suspensao_para_raio_613.jpg,normal,NORMAL,True,1085.829345703125,1910.3995361328125,,,
101,Fotos 24-11-2020_DJI_0592_suspensao_para_raio_614.jpg,normal,NORMAL,True,1258.189453125,1910.3995361328125,,,
102,Fotos 25-11-2020_DJI_0240_suspensao_para_raio_638.jpg,normal,NORMAL,True,1159.0191650390625,1910.3995361328125,,,
103,Fotos 26-11-2020_DJI_0004_suspensao_para_raio_662.jpg,normal,NORMAL,True,1636.304931640625,1910.3995361328125,,,
104,Fotos 26-11-2020_DJI_0176_suspensao_para_raio_659.jpg,normal,NORMAL,True,1089.117431640625,1910.3995361328125,,,
105,Fotos 26-11-2020_DJI_0377_suspensao_para_raio_648.jpg,normal,NORMAL,True,1050.3134765625,1910.3995361328125,,,
106,Fotos 26-11-2020_DJI_0397_suspensao_para_raio_649.jpg,normal,NORMAL,True,1499.963134765625,1910.3995361328125,,,
107,Fotos 27-11-2020_DJI_0005_suspensao_para_raio_686.jpg,normal,NORMAL,True,1090.242431640625,1910.3995361328125,,,
108,Fotos 27-11-2020_DJI_0097_suspensao_para_raio_685.jpg,normal,NORMAL,True,1160.3662109375,1910.3995361328125,,,
109,Fotos 27-11-2020_DJI_0237_suspensao_para_raio_681.jpg,normal,NORMAL,True,990.2554931640625,1910.3995361328125,,,
110,Fotos 27-11-2020_DJI_0379_suspensao_para_raio_677.jpg,normal,NORMAL,True,1498.70947265625,1910.3995361328125,,,
111,Fotos 27-11-2020_DJI_0448_suspensao_para_raio_674.jpg,normal,NORMAL,True,951.5081787109375,1910.3995361328125,,,
112,Fotos 27-11-2020_DJI_0470_suspensao_para_raio_667.jpg,normal,NORMAL,True,1622.179931640625,1910.3995361328125,,,
113,Fotos 30-11-2020_DJI_0177_suspensao_para_raio_702.jpg,normal,NORMAL,True,1896.6982421875,1910.3995361328125,,,
114,Fotos 30-11-2020_DJI_0233_suspensao_para_raio_699.jpg,normal,NORMAL,True,1162.12548828125,1910.3995361328125,,,
115,Fotos 30-11-2020_DJI_0278_suspensao_para_raio_701.jpg,normal,NORMAL,True,1426.4610595703125,1910.3995361328125,,,
116,Fotos 30-11-2020_DJI_0398_suspensao_para_raio_694.jpg,normal,NORMAL,True,1129.4241943359375,1910.3995361328125,,,
117,01-06-2021_DJI_0092_20_jpg.rf.3d8376126bfbbd00e9775e002b0c633f.jpg,anomaly,ANOMALY,True,1918.2841796875,1910.3995361328125,0.9181497071758492,0.033854326034539736,0.065491482082184
118,01-06-2021_DJI_0093_21_jpg.rf.030749d91b7834e2d784b9c0ce6acf0e.jpg,anomaly,NORMAL,False,1818.857177734375,1910.3995361328125,0.8755838604227979,0.030619193259853426,0.05941902394230554
119,01-06-2021_DJI_0190_57_jpg.rf.534e02db03ee7cc8f7214b921df73077.jpg,anomaly,ANOMALY,True,1994.6058349609375,1910.3995361328125,0.89390618864831,0.013595964011219175,0.026827186559453754
120,01-06-2021_DJI_0245_72_jpg.rf.41db584bbf8ff24bed1eb54e4b1ee2dc.jpg,anomaly,ANOMALY,True,2964.9794921875,1910.3995361328125,0.9260272989153763,0.12057229207968835,0.21519770376602168
121,01-06-2021_DJI_0269_82_jpg.rf.efde56af853ef0bc201720a1fe9f164e.jpg,anomaly,ANOMALY,True,2762.13134765625,1910.3995361328125,0.9222733403345065,0.12335782372381394,0.2196233846752331
122,01-06-2021_DJI_0333_99_jpg.rf.aa512520a75fee8cf4f0d54b7fafd639.jpg,anomaly,ANOMALY,True,1929.845703125,1910.3995361328125,0.9336613549482996,0.1169360389878576,0.20938717152295025
123,01-06-2021_DJI_0510_148_jpg.rf.e8e5a3bc0e0c5cb1577574c69634e3dc.jpg,anomaly,ANOMALY,True,2345.741943359375,1910.3995361328125,0.9290788123774494,0.03863645098064334,0.07439841138670647
124,01-06-2021_DJI_0593_169_jpg.rf.eb34d20b4eeb5375068456e1c11884c1.jpg,anomaly,ANOMALY,True,2087.693115234375,1910.3995361328125,0.901087621899781,0.10776123187895352,0.19455678494213405
125,02-06-2021_DJI_0005_180_jpg.rf.f46a9a606f22c2ef53ad657c8bc271d7.jpg,anomaly,ANOMALY,True,2183.4638671875,1910.3995361328125,0.7973444200046453,0.03777422755122208,0.07279854625096216
126,02-06-2021_DJI_0006_181_jpg.rf.391507a7cd26b31a0a57ecc78fdf545b.jpg,anomaly,ANOMALY,True,1910.3995361328125,1910.3995361328125,0.7947687788439366,0.053283579262402216,0.10117613207207855
127,02-06-2021_DJI_0044_192_jpg.rf.ddc06595c85e58232c50a96eb24abc93.jpg,anomaly,ANOMALY,True,3106.88330078125,1910.3995361328125,0.8677523297410913,0.035476141330198246,0.06852140752296759
128,02-06-2021_DJI_0045_193_jpg.rf.1b0e1cc6bf1706e7a044ac33a9b5300e.jpg,anomaly,ANOMALY,True,2979.49072265625,1910.3995361328125,0.863775270046869,0.050320117855256696,0.09581863091037403
129,02-06-2021_DJI_0046_194_jpg.rf.a89b284d195afca2c5565eaf71bd7145.jpg,anomaly,ANOMALY,True,2568.02197265625,1910.3995361328125,0.8560932887085693,0.0507173517924127,0.09653852523876999
130,02-06-2021_DJI_0376_263_jpg.rf.8c4d57ec87e519efc5234d29d7cde9a8.jpg,anomaly,NORMAL,False,1717.2366943359375,1910.3995361328125,0.793112959610635,0.012146627141927555,0.024001714408172014
131,02-06-2021_DJI_0440_271_jpg.rf.82bcb5feefd7b12675fe3342c8a6a804.jpg,anomaly,ANOMALY,True,2119.732421875,1910.3995361328125,0.6780789974903109,0.007960776500550064,0.015795806118941217
132,02-06-2021_DJI_0592_280_jpg.rf.b996347d8408e511c46f8c814809fe0d.jpg,anomaly,ANOMALY,True,2072.86083984375,1910.3995361328125,0.7894384238043372,0.02784785665976017,0.05418672905591009
133,02-06-2021_DJI_0638_291_jpg.rf.66e2e501ee0513bfde87e06294a95fbe.jpg,anomaly,ANOMALY,True,3569.607666015625,1910.3995361328125,0.7361319345855126,0.02819305723434485,0.05484000701226115
134,02-06-2021_DJI_0639_292_jpg.rf.6ca67085d2a70a6b615efad568840dec.jpg,anomaly,ANOMALY,True,2744.99169921875,1910.3995361328125,0.8210048338581912,0.024178372352285395,0.047215159009369886
135,08-06-2021_DJI_0180_330_jpg.rf.109423414540a4f2704b3c566d4e1717.jpg,anomaly,ANOMALY,True,2166.63720703125,1910.3995361328125,0.8378291111240757,0.01774809783496065,0.03487719185664095
136,08-06-2021_DJI_0270_377_jpg.rf.8ef1985b32b9f169b874c6bae8c532c6.jpg,anomaly,ANOMALY,True,2026.724365234375,1910.3995361328125,0.6431488125967455,0.0,0.0
137,08-06-2021_DJI_0320_396_jpg.rf.99a2e71d659741cdaf69fbd80039d477.jpg,anomaly,ANOMALY,True,6931.56396484375,1910.3995361328125,0.7917180164163352,0.0459991782866438,0.0879526088385478
138,08-06-2021_DJI_0370_409_jpg.rf.6d01ee510607c96e5c92b01967ca0be7.jpg,anomaly,NORMAL,False,1533.3052978515625,1910.3995361328125,0.8446612671651673,0.026819795364376696,0.05223856315481226
139,08-06-2021_DJI_0420_430_jpg.rf.4afab0d597c69de69e6a5a433986fe09.jpg,anomaly,NORMAL,False,1601.0284423828125,1910.3995361328125,0.89948051919473,0.012661836104163602,0.025007037201826947
140,09-06-2021_DJI_0058_456_jpg.rf.aa3f69be283978923e23dba81c606258.jpg,anomaly,ANOMALY,True,3106.21826171875,1910.3995361328125,0.9052538460237337,0.020737397147975345,0.04063218846672483
141,09-06-2021_DJI_0081_462_jpg.rf.1cc059e4ab06568b524fe81d6fea2924.jpg,anomaly,ANOMALY,True,2792.8564453125,1910.3995361328125,0.6804604301427593,0.037685930471052585,0.07263455996545166
142,09-06-2021_DJI_0182_474_jpg.rf.3572ce8bccd7604386cdc03138c4b717.jpg,anomaly,NORMAL,False,1679.3642578125,1910.3995361328125,0.8214827119538916,0.02130175394593045,0.04171490720275059
143,09-06-2021_DJI_0298_525_jpg.rf.72ceaa0bf332ac4cc1bb080fcb54cfba.jpg,anomaly,ANOMALY,True,3047.811279296875,1910.3995361328125,0.831323424968861,0.039238428321615934,0.07551381329304098
144,09-06-2021_DJI_0299_526_jpg.rf.3460e54f13b3cb939c34ea6891d907b5.jpg,anomaly,ANOMALY,True,9579.83984375,1910.3995361328125,0.9349316159382174,0.031124072550827952,0.06036920944699161
145,09-06-2021_DJI_0402_539_jpg.rf.2814746d9544c6ad242371e33e7b2cb1.jpg,anomaly,ANOMALY,True,2156.60107421875,1910.3995361328125,0.8270418319748584,0.06821050435508266,0.1277098550837858
146,09-06-2021_DJI_0427_552_jpg.rf.08e2ec1db6959bbab763beacc93b3efa.jpg,anomaly,ANOMALY,True,2398.418701171875,1910.3995361328125,0.898003697288023,0.011089624327519683,0.02193598680215009
147,09-06-2021_DJI_0454_559_jpg.rf.1bb10550640868f9853cb77593885cd9.jpg,anomaly,ANOMALY,True,2165.006591796875,1910.3995361328125,0.8341375069734279,0.03570012265864928,0.0689391106124557
148,10-06-2021_DJI_0006_604_jpg.rf.57dbcfb62db2004aa726849f6a39f861.jpg,anomaly,ANOMALY,True,2647.49755859375,1910.3995361328125,0.8025753543265151,0.050787261749733636,0.09666516448850834
149,10-06-2021_DJI_0052_621_jpg.rf.3b12c9b644a4e52dc74f7956c731caab.jpg,anomaly,ANOMALY,True,2940.9072265625,1910.3995361328125,0.8547783163125144,0.04426166373239437,0.08477121256025921
150,10-06-2021_DJI_0076_629_jpg.rf.d4a5b4ed292b86ddb9f6532a0940fbca.jpg,anomaly,ANOMALY,True,3591.239013671875,1910.3995361328125,0.7051238483695053,0.011421939334764146,0.022585903845978708
151,10-06-2021_DJI_0327_669_jpg.rf.014c304dd3b2206a7c223d4d02db7941.jpg,anomaly,NORMAL,False,1817.1126708984375,1910.3995361328125,0.744224056596021,0.02405529701114535,0.04698046498339345
152,10-06-2021_DJI_0374_679_jpg.rf.365ecff1d09d6f7cbc403b2d8e747fb5.jpg,anomaly,NORMAL,False,1093.8240966796875,1910.3995361328125,0.6856525084451629,0.016343355551193536,0.032161090957947065
153,10-06-2021_DJI_0419_688_jpg.rf.43f308b9e86c3632e569cce30f092adb.jpg,anomaly,ANOMALY,True,2157.67724609375,1910.3995361328125,0.6525240706840447,0.020412110272134607,0.04000758138139087
154,10-06-2021_DJI_0467_698_jpg.rf.e6b8fe430ded3921e4cec3ca0a3e15d8.jpg,anomaly,NORMAL,False,1366.067626953125,1910.3995361328125,0.7632485256972561,0.01334710415508064,0.026342610740885928
155,15-06-2021_DJI_0004_714_jpg.rf.a8c0553332df704d2fede11253406166.jpg,anomaly,ANOMALY,True,2423.81005859375,1910.3995361328125,0.7277135435547367,0.03527348132998139,0.068143310856696
156,15-06-2021_DJI_0098_732_jpg.rf.fb675739e326b8a13e994d4818f43668.jpg,anomaly,ANOMALY,True,6937.1259765625,1910.3995361328125,0.8959814697552916,0.03845721444173198,0.07406605473371637
157,15-06-2021_DJI_0105_733_jpg.rf.fa3f5c0e904fc2ec42a37b422fcf723f.jpg,anomaly,ANOMALY,True,2820.6171875,1910.3995361328125,0.7835084252621822,0.03636558391130868,0.07017906514043565
158,15-06-2021_DJI_0149_742_jpg.rf.4499896a6ee0b42beb50717df0376426.jpg,anomaly,ANOMALY,True,2646.63623046875,1910.3995361328125,0.8013128481655696,0.03852245923936436,0.0741870508367802
159,15-06-2021_DJI_0196_758_jpg.rf.ea512ee2626c866fb66ef622be3ce47b.jpg,anomaly,ANOMALY,True,2126.52392578125,1910.3995361328125,0.8042861223683361,0.04353475724145053,0.08343710056487857
160,15-06-2021_DJI_0243_777_jpg.rf.33d4a22fa9abd7614e12192ca5c22267.jpg,anomaly,ANOMALY,True,2698.69384765625,1910.3995361328125,0.8235582361288634,0.044036298901480614,0.08435779282351571
161,15-06-2021_DJI_0372_797_jpg.rf.c39f597206af15698d1d0dba786f6f69.jpg,anomaly,ANOMALY,True,5104.35498046875,1910.3995361328125,0.860390622741121,0.0525393241928675,0.09983346557271276
162,15-06-2021_DJI_0397_802_jpg.rf.23c89ab38163ad4b353bcf65c8bdb361.jpg,anomaly,ANOMALY,True,1923.5579833984375,1910.3995361328125,0.8545166555937963,0.008877095645881076,0.01759797240752696
